source_page_number,source_line_number,character,pinyin,mc_bs,mc_analyzed,oc_bs,gloss,gsr_raw,normalized_gsr,unicode_utf16
113,13,攘,ráng,nyang,(ny- + -jang A),*naŋ,steal; expel,0730e,0730e,U+6518
113,15,攘,rǎng,nyangX,(ny- + -jang B),*naŋʔ,oppose; disturb,0730e,0730e,U+6518
113,17,讓,ràng,nyangH,(ny- + -jang C),*naŋ-s,yield,0730i,0730i,U+8B93
113,19,曩,nǎng,nangX,(n- + -ang B),*nˤaŋʔ,in past times,0730k,0730k,U+66E9
113,21,囊,náng,nang,(n- + -ang A),*nˤaŋ,"sack, bag",0730l,0730l,U+56CA
113,23,相,xiāng,sjang,(s- + -jang A),*saŋ {*[s]aŋ},mutually,0731a,0731a,U+76F8
113,25,相,xiàng,sjangH,(s- + -jang C),*saŋ-s {*[s]aŋ-s},"appearance, quality",0731a,0731a,U+76F8
113,27,想,xiǎng,sjangX,(s- + -jang B),*saŋʔ {*[s]aŋʔ},think,0731d,0731d,U+60F3
113,29,霜,shuāng,srjang,(sr- + -jang A),*sraŋ {*[s]raŋ},hoar-frost,0731g,0731g,U+971C
113,31,羊,yáng,yang,(y- + -jang A),*ɢaŋ,sheep,0732a,0732a,U+7F8A
113,33,洋,yáng,yang,(y- + -jang A),*ɢaŋ {*ɢ(r)aŋ},'great expanse of water',0732h,0732h,U+6D0B
113,35,痒,yáng,yang,(y- + -jang A),*ɢaŋ {*[ɢ](r)aŋ},disease; suffer,0732i,0732i,U+75D2
113,37,痒,yáng,zjang,(z- + -jang A),*s-ɢaŋ {*s-[ɢ]aŋ},disease; harm,0732i,0732i,U+75D2
113,39,養,yǎng,yangX,(y- + -jang B),*ɢaŋʔ {*[ɢ](r)aŋʔ},"long, longing",0732j,0732j,U+990A
113,41,養,yǎng,yangX,(y- + -jang B),*ɢaŋʔ {*[ɢ](r)aŋʔ},"nourish, raise",0732j,0732j,U+990A
113,43,羕,yàng,yangH,(y- + -jang C),*ɢaŋʔ-s {*[ɢ](r)aŋʔ-s},long,0732k,0732k,U+7F95
114,1,庠,xiáng,zjang,(z- + -jang A),*s-ɢaŋ {*s-[ɢ]aŋ},school,0732m,0732m,U+5EA0
114,3,祥,xiáng,zjang,(z- + -jang A),*s-ɢaŋ,auspicious,0732n,0732n,U+7965
114,5,翔,xiáng,zjang,(z- + -jang A),*s-ɢaŋ {*s-[ɢ]aŋ},fly back and forth; soar,0732p,0732p,U+7FD4
114,7,詳,xiáng,zjang,(z- + -jang A),*s-ɢaŋ {*s-[ɢ]aŋ},scrutinize fully,0732q,0732q,U+8A73
114,9,癢,yǎng,yangX,(y- + -jang B),*Cə.ɢaŋʔ,itch,0732r,0732r,U+7662
114,11,商,shāng,syang,(sy- + -jang A),*s-taŋ,musical note,0734a,0734a,U+5546
114,13,商,shāng,syang,(sy- + -jang A),*s-taŋ,(place name),0734a,0734a,U+5546
114,15,商,shāng,syang,(sy- + -jang A),*s-taŋ,estimate; business; trader,0734a,0734a,U+5546
114,17,良,liáng,ljang,(l- + -jang A),*raŋ {*[r]aŋ},good,0735a,0735a,U+826F
114,19,俍,láng,ljang,(l- + -jang A),*raŋ {*[r]aŋ},skillful,0735f,0735f,U+4FCD
114,21,朗,lǎng,langX,(l- + -ang B),*k.rˤaŋʔ,bright,0735h,0735h,U+6717
114,23,浪,láng,lang,(l- + -ang A),*rˤaŋ {*[r]ˤaŋ},(name of a river),0735k,0735k,U+6D6A
114,25,狼,láng,lang,(l- + -ang A),*rˤaŋ {*[r]ˤaŋ},wolf,0735l,0735l,U+72FC
114,27,琅,láng,lang,(l- + -ang A),*rˤaŋ {*[r]ˤaŋ},(a kind of precious stone),0735n,0735n,U+7405
114,29,稂,láng,lang,(l- + -ang A),*rˤaŋ {*[r]ˤaŋ},weed in field of grain,0735o,0735o,U+7A02
114,31,郎,láng,lang,(l- + -ang A),*rˤaŋ,double roof,0735r,0735r,U+90CE
114,33,郎,láng,lang,(l- + -ang A),*C.rˤaŋ,young gentleman,0735r,0735r,U+90CE
114,35,廊,láng,lang,(l- + -ang A),*rˤaŋ {*[r]ˤaŋ},side-gallery,0735t,0735t,U+5ECA
114,37,兩,liǎng,ljangX,(l- + -jang B),*p.raŋʔ,a pair,0736a,0736a,U+5169
114,39,量,liáng,ljang,(l- + -jang A),*raŋ {*[r]aŋ},measure (v.),0737a,0737a,U+91CF
114,41,量,liàng,ljangH,(l- + -jang C),*raŋ-s {*[r]aŋ-s},measure (n.),0737a,0737a,U+91CF
114,43,糧,liáng,ljang,(l- + -jang A),*raŋ {*[r]aŋ},"grain, provisions",0737d,0737d,U+7CE7
115,1,梁,liáng,ljang,(l- + -jang A),*raŋ {*[r]aŋ},beam; bridge,0738a,0738a,U+6881
115,3,王,wáng,hjwang,(h- + -jwang A),*ɢʷaŋ,king,0739a,0739a,U+738B
115,5,王,wàng,hjwangH,(h- + -jwang C),*ɢʷaŋ-s,be king,0739a,0739a,U+738B
115,7,往,wǎng,hjwangX,(h- + -jwang B),*ɢʷaŋʔ,go to,0739k,0739k,U+5F80
115,9,迋,wàng,hjwangH,(h- + -jwang C),*ɢʷaŋʔ-s {*[ɢ]ʷaŋʔ-s},go,0739l,0739l,U+8FCB
115,11,迋,wàng,hjwangX,(h- + -jwang B),*ɢʷaŋʔ {*[ɢ]ʷaŋʔ},,0739l,0739l,U+8FCB
115,13,匡,kuāng,khjwang,(kh- + -jwang A),*k-pʰaŋ,square basket,0739m,0739m,U+5321
115,15,狂,kuáng,gjwang,(g- + -jwang A),*k-ɢʷaŋ {*[k-ɢʷ]aŋ},"mad, reckless",0739o,0739o,U+72C2
115,17,枉,wǎng,'jwangX,('- + -jwang B),*qʷaŋʔ,crooked; depraved,0739q,0739q,U+6789
115,19,汪,wāng,'wang,('- + -wang A),*qʷˤaŋ,vast; pool,0739r,0739r,U+6C6A
115,21,尪,wāng,'wang,('- + -wang A),*qʷˤaŋ,emaciated,0739t,0739t,U+5C2A
115,23,筐,kuāng,khjwang,(kh- + -jwang A),*k.pʰaŋ {*[k.pʰ]aŋ},square basket,0739v,0739v,U+7B50
115,25,方,fāng,pjang,(p- + -jang A),*C.paŋ,square,0740a,0740a,U+65B9
115,27,方,fāng,pjang,(p- + -jang A),*paŋ,method,0740a,0740a,U+65B9
115,29,方,fāng,pjang,(p- + -jang A),*paŋ,"just, then",0740a,0740a,U+65B9
115,31,魴,fáng,bjang,(b- + -jang A),*baŋ,bream,0740b',0740b',U+9B74
115,33,雱,páng,phang,(ph- + -ang A),*pʰˤaŋ,heavy snowfall,0740c',0740c',U+96F1
115,35,彷,páng,bang,(b- + -ang A),*bˤaŋ {*[b]ˤaŋ},bang-hwang hestitate,0740e',0740e',U+5F77
115,37,旁,páng,bang,(b- + -ang A),*bˤaŋ {*[b]ˤaŋ},side,0740f',0740f',U+65C1
115,39,舫,fǎng,pangH,(p- + -ang C),*pˤaŋ-s,boat,0740g,0740g,U+822B
115,41,舫,fǎng,pjangH,(p- + -jang C),*paŋ-s,boat,0740g,0740g,U+822B
115,43,放,fàng,pjangH,(p- + -jang C),*paŋ-s,release; let go,0740i,0740i,U+653E
116,1,放,fǎng,pjangX,(p- + -jang B),*paŋʔ,imitate,0740i,0740i,U+653E
116,3,昉,fǎng,pjangX,(p- + -jang B),*paŋʔ,"just then, at that time",0740j,0740j,U+6609
116,5,祊,bēng,paeng,(p- + -aeng A),*pˤraŋ,temple gate,0740j',0740j',U+794A
116,7,枋,bìng,pjaengH,(p- + -jaeng C),*praŋʔ-s,handle (n.),0740k,0740k,U+678B
116,9,謗,bàng,pangH,(p- + -ang C),*pˤaŋ-s,slander,0740k',0740k',U+8B17
116,11,瓬,fǎng,pjangX,(p- + -jang B),*paŋʔ,pottery,0740m,0740m,U+74EC
116,13,傍,páng,bang,(b- + -ang A),*bˤaŋ {*[b]ˤaŋ},beside; assist,0740m',0740m',U+508D
116,15,傍,bàng,bangH,(b- + -ang C),*bˤaŋ-s {*[b]ˤaŋ-s},beside; assist,0740m',0740m',U+508D
116,17,旊,fǎng,pjangX,(p- + -jang B),*paŋʔ,pottery,0740n,0740n,U+65CA
116,19,徬,páng,bang,(b- + -ang A),*bˤaŋ {*[b]ˤaŋ},walk alongside,0740o',0740o',U+5FAC
116,21,榜,bàng,paengH,(p- + -aeng C),*pˤraŋ-s,oar,0740p',0740p',U+699C
116,23,妨,fáng,phjang,(ph- + -jang A),*pʰaŋ,oppose,0740q,0740q,U+59A8
116,25,紡,fǎng,phjangX,(ph- + -jang B),*pʰaŋʔ,"twist, spin",0740r,0740r,U+7D21
116,27,蒡,páng,bang,(b- + -ang A),*bˤaŋ {*[b]ˤaŋ},(a kind of plant),0740r',0740r',U+84A1
116,29,芳,fāng,phjang,(ph- + -jang A),*pʰaŋ {*[pʰ]aŋ},fragrant,0740s,0740s,U+82B3
116,31,訪,fǎng,phjangH,(ph- + -jang C),*pʰaŋ-s,"enquire, scrutinize",0740t,0740t,U+8A2A
116,33,髣,fǎng,phjangX,(ph- + -jang B),*pʰaŋʔ,phjangX-phjut seem,0740u,0740u,U+9AE3
116,35,房,fáng,bjang,(b- + -jang A),*Cə-N-paŋ,side-room,0740y,0740y,U+623F
116,37,防,fáng,bjang,(b- + -jang A),*m-paŋ {*[m-p]aŋ},dike,0740z,0740z,U+9632
116,39,匚,fāng,pjang,(p- + -jang A),*paŋ,box,0741a,0741a,U+531A
116,41,亡,wáng,mjang,(m- + -jang A),*maŋ,flee; disappear,0742a,0742a,U+4EA1
116,43,網,wǎng,mjangX,(m- + -jang B),*maŋʔ,net,0742a',0742a',U+7DB2
117,1,惘,wǎng,mjangX,(m- + -jang B),*maŋʔ,dejected,0742b',0742b',U+60D8
117,3,鋩,máng,mjang,(m- + -jang A),*maŋ,sharp point of weapon,0742c',0742c',U+92E9
117,5,荒,huāng,xwang,(x- + -wang A),*m̥ˤaŋ,weed-covered,0742e',0742e',U+8352
117,7,詤,huǎng,xwang,(x- + -wang A),*m̥ˤaŋ,"nonsense, lies",0742f',0742f',U+8A64
117,9,詤,huǎng,xwangX,(x- + -wang B),*m̥ˤaŋʔ,lies,0742f',0742f',U+8A64
117,11,妄,wàng,mjangH,(m- + -jang C),*maŋ-s,reckless,0742g,0742g,U+5984
117,13,慌,huǎng,xwangX,(x- + -wang B),*m̥ˤaŋʔ,confused,0742g',0742g',U+614C
117,15,忘,wáng,mjang,(m- + -jang A),*maŋ,forget,0742i,0742i,U+5FD8
117,17,忘,wàng,mjangH,(m- + -jang C),*maŋ-s,forget,0742i,0742i,U+5FD8
117,19,芒,máng,mang,(m- + -ang A),*mˤaŋ,"awn, beard of grain",0742k,0742k,U+8292
117,21,芒,huǎng,xwangX,(x- + -wang B),*m̥ˤaŋʔ,"obscure, confused",0742k,0742k,U+8292
117,23,罔,wǎng,mjangX,(m- + -jang B),*C.maŋʔ,net,0742l,0742l,U+7F54
117,25,望,wàng,mjang,(m- + -jang A),*maŋ,look at from a distance,0742m,0742m,U+671B
117,27,望,wàng,mjangH,(m- + -jang C),*maŋ-s,look at from a distance,0742m,0742m,U+671B
117,29,忙,máng,mang,(m- + -ang A),*mˤaŋ,flurried,0742o,0742o,U+5FD9
117,31,盲,máng,maeng,(m- + -aeng A),*mˤ<r>aŋ,blind,0742q,0742q,U+76F2
117,33,䖟,méng,maeng,(m- + -aeng A),*mˤraŋ,horsefly,0742s,0742s,U+459F
117,35,氓,méng,meang,(m- + -eang A),*mˤriŋ {*mˤr[i]ŋ},"population, people",0742u,0742u,U+6C13
117,37,巟,huāng,xwang,(x- + -wang A),*m̥ˤaŋ,broad,0742v,0742v,U+5DDF
117,39,衁,huāng,xwang,(x- + -wang A),*m̥ˤaŋ,blood,0742z,0742z,U+8841
117,41,网,wǎng,mjangX,(m- + -jang B),*maŋʔ,net,0744a,0744a,U+7F51
117,43,更,gēng,kaeng,(k- + -aeng A),*kˤraŋ,change (v.),0745a,0745a,U+66F4
118,1,更,gèng,kaengH,(k- + -aeng C),*kˤraŋ-s,still more,0745a,0745a,U+66F4
118,3,梗,gěng,kaengX,(k- + -aeng B),*kˤraŋʔ,suffering,0745e,0745e,U+6897
118,5,庚,gēng,kaeng,(k- + -aeng A),*kˤraŋ,7th heavenly stem,0746a,0746a,U+5E9A
118,7,康,kāng,khang,(kh- + -ang A),*k-l̥ˤaŋ,tranquil; at ease,0746h,0746h,U+5EB7
118,9,康,kāng,khang,(kh- + -ang A),*kʰˤaŋ {*[kʰ]ˤaŋ},empty,0746h,0746h,U+5EB7
118,11,羹,gēng,kaeng,(k- + -aeng A),*kˤraŋ,soup,0747a,0747a,U+7FB9
118,13,行,xíng,haeng,(h- + -aeng A),*Cə.gˤraŋ,walk (v.),0748a,0748a,U+884C
118,15,行,xíng,haengH,(h- + -aeng C),*gˤraŋ-s {*[g]ˤraŋ-s},action,0748a,0748a,U+884C
118,17,行,háng,hang,(h- + -ang A),*gˤaŋ {*[g]ˤaŋ},"rank, row",0748a,0748a,U+884C
118,19,荇,xìng,haengX,(h- + -aeng B),*gˤraŋʔ {*[g]ˤraŋʔ},Limnanthemum nymphoides,0748e,0748e,U+8347
118,21,桁,héng,haeng,(h- + -aeng A),*gˤraŋ {*[g]ˤraŋ},wooden lid,0748f,0748f,U+6841
118,23,衡,héng,haeng,(h- + -aeng A),*gˤraŋ {*[g]ˤraŋ},beam of a steelyard,0748h,0748h,U+8861
118,25,杏,xìng,haengX,(h- + -aeng B),*C.gˤraŋʔ {*C.[g]ˤraŋʔ},apricot (tree),0749a,0749a,U+674F
118,27,彭,péng,baeng,(b- + -aeng A),*C.bˤraŋ {*C.[b]ˤraŋ},(place name),0750a,0750a,U+5F6D
118,29,烹,pēng,phaeng,(ph- + -aeng A),*p.qʰˤraŋ {*[p.qʰ]ˤraŋ},boil (v.),0751a,0751a,U+70F9
118,31,境,jǐng,kjaengX,(k- + -jaeng B),*kraŋʔ {*[k]raŋʔ},boundary,0752b,0752b,U+5883
118,33,鏡,jìng,kjaengH,(k- + -jaeng C),*C.qraŋ-s,mirror,0752c,0752c,U+93E1
118,35,競,jìng,gjaengH,(g- + -jaeng C),*m-kraŋʔ-s ~ C-kraŋʔ-s,strive; compete,0754a,0754a,U+7AF6
118,37,京,jīng,kjaeng,(k- + -jaeng A),*kraŋ {*[k]raŋ},hill; capital city,0755a,0755a,U+4EAC
118,39,景,jǐng,kjaengX,(k- + -jaeng B),*C.qraŋʔ,a kind of coat,0755d,0755d,U+666F
118,41,景,jǐng,kjaengX,(k- + -jaeng B),*C.qraŋʔ,bright; image,0755d,0755d,U+666F
118,43,鯨,jīng,gjaeng,(g- + -jaeng A),*graŋ {*[g]raŋ},whale,0755f,0755f,U+9BE8
119,1,涼,liáng,ljang,(l- + -jang A),*C.raŋ,cold,0755l,0755l,U+6DBC
119,3,諒,liàng,ljangH,(l- + -jang C),*raŋ-s {*[r]aŋ-s},sincere; trust (v.),0755m,0755m,U+8AD2
119,5,影,yǐng,'jaengX,('- + -jaeng B),*qraŋʔ,shadow (n.),0756a,0756a,U+5F71
119,7,丙,bǐng,pjaengX,(p- + -jaeng B),*praŋʔ,3d heavenly stem,0757a,0757a,U+4E19
119,9,柄,bìng,pjaengH,(p- + -jaeng C),*praŋʔ-s {*[p]raŋʔ-s},handle (n.),0757h,0757h,U+67C4
119,11,邴,bǐng,pjaengX,(p- + -jaeng B),*praŋʔ,(place name),0757j,0757j,U+90B4
119,13,病,bìng,bjaengH,(b- + -jaeng C),*braŋ-s {*[b]raŋ-s},extreme illness,0757k,0757k,U+75C5
119,15,秉,bǐng,pjaengX,(p- + -jaeng B),*praŋʔ,grasp,0758a,0758a,U+79C9
119,17,棅,bìng,pjaengH,(p- + -jaeng C),*praŋʔ-s,a handle,0758d,0758d,U+68C5
119,19,兵,bīng,pjaeng,(p- + -jaeng A),*praŋ,weapon,0759a,0759a,U+5175
119,21,明,míng,mjaeng,(m- + -jaeng A),*mraŋ,bright,0760a,0760a,U+660E
119,23,盟,méng,mjaeng,(m- + -jaeng A),*mraŋ,covenant,0760e,0760e,U+76DF
119,25,孟,mèng,maengH,(m- + -aeng C),*mˤraŋ-s,"eldest, great",0761e,0761e,U+5B5F
119,27,孟,mèng,maengH,(m- + -aeng C),*mˤraŋ-s,(personal name),0761e,0761e,U+5B5F
119,29,命,mìng,mjaengH,(m- + -jaeng C),*mə-riŋ-s (dial. > *mreŋ-s),command,0762a,0762a,U+547D
119,31,囧,jiǒng,kjwaengX,(k- + -jwaeng B),*k-mraŋʔ (dial. *k.mr- > *kʷr-),bright window,0763a,0763a,U+56E7
119,33,永,yǒng,hjwaengX,(h- + -jwaeng B),*ɢʷraŋʔ {*[ɢ]ʷraŋʔ},long (time),0764a,0764a,U+6C38
119,35,咏,yǒng,hjwaengH,(h- + -jwaeng C),*ɢʷraŋ-s {*[ɢ]ʷraŋ-s},chant (v.),0764g,0764g,U+548F
119,37,詠,yǒng,hjwaengH,(h- + -jwaeng C),*ɢʷraŋ-s {*[ɢ]ʷraŋ-s},chant (v.),0764i,0764i,U+8A60
119,39,泳,yǒng,hjwaengH,(h- + -jwaeng C),*ɢʷraŋ-s {*[ɢ]ʷraŋ(ʔ)-s},"go in water, wade",0764j,0764j,U+6CF3
119,41,兄,xiōng,xjwaeng,(x- + -jwaeng A),*m̥raŋ,elder brother,0765a,0765a,U+5144
119,43,況,kuàng,xjwangH,(x- + -jwang C),*m̥aŋ-s {*[m̥]aŋ-s},how much the more,0765g,0765g,U+6CC1
120,1,各,gè,kak,(k- + -ak D),*kˤak,each,0766a,0766a,U+5404
120,3,胳,gē,kak,(k- + -ak D),*C.qˤak {*[C.q]ˤak},armpit,0766d,0766d,U+80F3
120,5,客,kè,khaek,(kh- + -aek D),*kʰˤrak,guest,0766d',0766d',U+5BA2
120,7,袼,gē,kaek,(k- + -aek D),*C.q<r>ak {*[C.q]ˤ<r>ak},armpit-seam of a coat,0766e,0766e,U+88BC
120,9,閣,gé,kak,(k- + -ak D),*C.kˤak,"shelf, frame",0766f,0766f,U+95A3
120,11,貉,mò,maek,(m- + -aek D),*mˤrak,a Northern tribe,0766h,0766h,U+8C89
120,13,賂,lù,luH,(l- + -u C),*rˤak-s {*[r]ˤak-s},wealth; present (v.),0766k',0766k',U+8CC2
120,15,路,lù,luH,(l- + -u C),*Cə.rˤak-s,road,0766l',0766l',U+8DEF
120,17,落,luò,lak,(l- + -ak D),*kə.rˤak,fall (v.),0766q',0766q',U+843D
120,19,露,lù,luH,(l- + -u C),*p.rˤak-s,dew; disclose,0766t',0766t',U+9732
120,21,略,lüè,ljak,(l- + -jak D),*rak {*[r]ak},draw a boundary; outline,0766v,0766v,U+7565
120,23,格,gé,kaek,(k- + -aek D),*kˤrak,go to,0766z,0766z,U+683C
120,25,壑,hè,xak,(x- + -ak D),*qʰˤak,moat; canal,0767a,0767a,U+58D1
120,27,朔,shuò,sraewk,(sr- + -aewk D),*s.ŋrak,1st day of month,0769a,0769a,U+6714
120,29,愬,sù,suH,(s- + -u C),*s-ŋˤak-s,"complain, accuse",0769b,0769b,U+612C
120,31,𧪜,sù,suH,(s- + -u C),*s-ŋˤak-s,"accuse, inform",0769c,0769c,U+27A9C
120,33,遡,sù,suH,(s- + -u C),*s-ŋˤak-s,go against the current,0769d,0769d,U+9061
120,35,索,suǒ,sak,(s- + -ak D),*sˤak {*[s]ˤak},twist a rope,0770a,0770a,U+7D22
120,37,索,suǒ,sak,(s- + -ak D),*sˤak {*[s]ˤak},search (v.),0770a,0770a,U+7D22
120,39,博,bó,pak,(p- + -ak D),*pˤak,broad,0771a,0771a,U+535A
120,41,膊,pò,phak,(ph- + -ak D),*pʰˤak,dismember,0771l,0771l,U+818A
120,43,縛,fù,bjak,(b- + -jak D),*bak,bind (v.),0771m,0771m,U+7E1B
121,1,簿,bù,buX,(b- + -u B),*bˤaʔ {*[b]ˤaʔ},register (n.),0771o,0771o,U+7C3F
121,3,薄,bó,bak,(b- + -ak D),*bˤak {*(Cə.)[b]ˤak},thin,0771p,0771p,U+8584
121,5,霸,bà,paeH,(p- + -ae C),*pˤrak-s,have hegemony,0772b,0772b,U+9738
121,7,霸,pò,phaek,(ph- + -aek D),*pʰˤrak,new moon,0772b,0772b,U+9738
121,9,郭,guō,kwak,(k- + -wak D),*kʷˤak,outer wall,0774a,0774a,U+90ED
121,11,槨,guǒ,kwak,(k- + -wak D),*kʷˤak,outer coffin,0774f,0774f,U+69E8
121,13,廓,kuò,khwak,(kh- + -wak D),*kʷʰˤak,widen,0774g,0774g,U+5ED3
121,15,却,què,khjak,(kh- + -jak D),*kʰak,"decline, refuse",0776c,0776c,U+5374
121,17,郤,xì,khjaek,(kh- + -jaek D),*kʰrak {*[k]ʰrak},(place and family name),0776e,0776e,U+90E4
121,19,腳,jiǎo,kjak,(k- + -jak D),*s.kak,"leg, foot",0776g,0776g,U+8173
121,21,脚,jiǎo,kjak,(k- + -jak D),*kak {*[k]ak},"leg, foot",0776h,0776h,U+811A
121,23,若,ruò,nyak,(ny- + -jak D),*nak,you,0777a,0777a,U+82E5
121,25,若,ruò,nyak,(ny- + -jak D),*nak,agree,0777a,0777a,U+82E5
121,27,匿,nì,nrik,(nr- + -ik D),*nrək,conceal,0777l,0777l,U+533F
121,29,暱,nì,nrit,(nr- + -it D),*n<r>ik,"near, familiar",0777n,0777n,U+66B1
121,31,慝,tè,thok,(th- + -ok D),*n̥ˤək,evil,0777o,0777o,U+615D
121,33,赫,hè,xaek,(x- + -aek D),*qʰˤrak,"red, fiery",0779a,0779a,U+8D6B
121,35,嚇,xià,xaeH,(x- + -ae C),*qʰˤ<r>ak-s,frighten,0779b,0779b,U+5687
121,37,嚇,hè,xaek,(x- + -aek D),*qʰˤ<r>ak,frighten,0779b,0779b,U+5687
121,39,乇,zhé,traek,(tr- + -aek D),*tˤrak,plant leaves,0780a,0780a,U+4E47
121,41,宅,zhái,draek,(dr- + -aek D),*m-tˤ<r>ak,residence,0780b,0780b,U+5B85
121,43,託,tuō,thak,(th- + -ak D),*tʰˤak,entrust,0780e,0780e,U+8A17
122,1,秅,chá,drae,(dr- + -ae A),*dˤra {*[d]ˤra},a certain number of sheaves of grain,0780f,0780f,U+79C5
122,3,百,bǎi,paek,(p- + -aek D),*pˤrak,hundred,0781a,0781a,U+767E
122,5,陌,mò,maek,(m- + -aek D),*mˤrak {*[m]ˤrak},path between fields,0781g,0781g,U+964C
122,7,白,bái,baek,(b- + -aek D),*bˤrak,white,0782a,0782a,U+767D
122,9,帛,bó,baek,(b- + -aek D),*bˤrak {*[b]ˤrak},silk,0782f,0782f,U+5E1B
122,11,伯,bó,paek,(p- + -aek D),*pˤrak,father’s elder brother,0782i,0782i,U+4F2F
122,13,迫,pò,paek,(p- + -aek D),*Cə.pˤrak,near; press,0782k,0782k,U+8FEB
122,15,拍,pāi,phaek,(ph- + -aek D),*mə-pʰˤrak,to strike,0782m,0782m,U+62CD
122,17,魄,pò,phaek,(ph- + -aek D),*pʰˤrak,bodily form,0782o,0782o,U+9B44
122,19,胉,bó,phak,(ph- + -ak D),*pʰˤak,shoulder blade,0782q,0782q,U+80C9
122,21,碧,bì,pjaek,(p- + -jaek D),*prak,light blue,0782s,0782s,U+78A7
122,23,虢,guó,kwaek,(k- + -waek D),*kʷˤrak {*[k]ʷˤrak},(place name),0783a,0783a,U+8662
122,25,蒦,huò,hweak,(h- + -weak D),*m-qʷˤrak,"catch, get",0784a,0784a,U+84A6
122,27,獲,huò,hweak,(h- + -weak D),*m-qʷˤrak,catch (v.),0784d,0784d,U+7372
122,29,穫,huò,hwak,(h- + -wak D),*ɢʷˤak {*[ɢ]ʷˤak},reap,0784h,0784h,U+7A6B
122,31,護,hù,huH,(h- + -u C),*ɢʷˤak-s {*[ɢ]ʷˤak-s},protect,0784k,0784k,U+8B77
122,33,擭,wò,'waek,('- + -waek D),*qʷˤrak,catch (v.),0784l,0784l,U+64ED
122,35,戟,jǐ,kjaek,(k- + -jaek D),*krak {*[k]rak},a kind of lance,0785b,0785b,U+621F
122,37,隙,xì,khjaek,(kh- + -jaek D),*kʰrak {*[k]ʰrak},crack (n.),0787c,0787c,U+9699
122,39,屰,nì,ngjaek,(ng- + -jaek D),*ŋrak,go against,0788a,0788a,U+5C70
122,41,逆,nì,ngjaek,(ng- + -jaek D),*ŋrak,go against,0788c,0788c,U+9006
122,43,咢,è,ngak,(ng- + -ak D),*ŋˤak {*[ŋ]ˤak},beat a drum,0788g,0788g,U+54A2
123,1,愕,è,ngak,(ng- + -ak D),*N-qʰˤak,scared,0788h,0788h,U+6115
123,3,遌,è,ngak,(ng- + -ak D),*ŋˤak,unexpectedly come across,0788i,0788i,U+904C
123,5,遻,wù,nguH,(ng- + -u C),*ŋˤak-s,unexpectedly come across,0788j,0788j,U+907B
123,7,諤,è,ngak,(ng- + -ak D),*ŋˤak,speak frankly,0788k,0788k,U+8AE4
123,9,譯,yì,yek,(y- + -jek D),*lak {*lAk},interpret,0790f,0790f,U+8B6F
123,11,驛,yì,yek,(y- + -jek D),*lak {*lAk},post-horse,0790h,0790h,U+9A5B
123,13,𥼶,shì,syek,(sy- + -jek D),*l̥ak {*l̥Ak},wash rice,0790k,0790k,U+25F36
123,15,釋,shì,syek,(sy- + -jek D),*l̥ak {*l̥Ak},release; dissolve,0790l,0790l,U+91CB
123,17,檡,shì,syek,(sy- + -jek D),*l̥ak {*l̥Ak},spec. of jujube tree,0790m,0790m,U+6AA1
123,19,澤,zé,draek,(dr- + -aek D),*lˤrak,marsh; moisture,0790o,0790o,U+6FA4
123,21,鐸,duó,dak,(d- + -ak D),*lˤak,a kind of bell,0790p,0790p,U+9438
123,23,炙,zhì,tsyaeH,(tsy- + -jae C),*tak-s {*tAk-s},"roast, broil",0791a,0791a,U+7099
123,25,炙,zhì,tsyek,(tsy- + -jek D),*tak {*tAk},"roast, broil",0791a,0791a,U+7099
123,27,㡿,chì,tsyhek,(tsyh- + -jek D),*t-qʰak {*t-qʰAk},salty soil,0792a,0792a,U+387F
123,29,斥,chì,tsyhek,(tsyh- + -jek D),*tʰak {*tʰAk},rebuff; salty soil,0792b,0792b,U+65A5
123,31,厈,chì,tsyhek,(tsyh- + -jek D),*tʰak {*tʰAk},rebuff; salty soil,0792c,0792c,U+5388
123,33,坼,chè,trhaek,(trh- + -aek D),*Nə-qʰˤ<r>ak,split (v.i.),0792d,0792d,U+577C
123,35,㴑,sù,suH,(s- + -u C),*s-ŋˤak-s,go against current,0792h,0792h,U+3D11
123,37,泝,sù,suH,(s- + -u C),*s-ŋˤak-s,go against current,0792i,0792i,U+6CDD
123,39,訴,sù,suH,(s- + -u C),*s-ŋˤak-s,"accuse, inform",0792j,0792j,U+8A34
123,41,赤,chì,tsyhek,(tsyh- + -jek D),*t-qʰak {*[t-qʰ](r)Ak},red,0793a,0793a,U+8D64
123,43,赦,shè,syaeH,(sy- + -jae C),*qʰak-s {*qʰ(r)Ak-s},to pardon,0793d,0793d,U+8D66
124,1,螫,shì,syek,(sy- + -jek D),*qʰak {*qʰAk},sting (v.),0793e,0793e,U+87AB
124,3,尺,chǐ,tsyhek,(tsyh- + -jek D),*tʰak {*tʰAk},foot (measure),0794a,0794a,U+5C3A
124,5,石,shí,dzyek,(dzy- + -jek D),*dak {*dAk},stone,0795a,0795a,U+77F3
124,7,碩,shuò,dzyek,(dzy- + -jek D),*dak {*[d]Ak},"great, stately",0795e,0795e,U+78A9
124,9,斫,zhuó,tsyak,(tsy- + -jak D),*tak,"cut, hack",0795k,0795k,U+65AB
124,11,柘,zhè,tsyaeH,(tsy- + -jae C),*tak-s {*tAk-s},a kind of mulberry tree,0795l,0795l,U+67D8
